plan_key,plan_id,issuer_id,plan_type,metal_level,product_type,state
1,77963AK0010001,77963,PPO,Gold,QHP,AK
2,77963AK0010002,77963,PPO,Silver,QHP,AK
3,77963AK0010003,77963,PPO,Bronze Expanded,QHP,AK
4,77963AK0010004,77963,PPO,Bronze Expanded,QHP,AK
5,38344AK1060001,38344,PPO,Gold,QHP,AK
6,38344AK1060002,38344,PPO,Silver,QHP,AK
7,38344AK1060004,38344,PPO,Bronze Expanded,QHP,AK
8,38344AK1070001,38344,PPO,Silver,QHP,AK
9,38344AK1070002,38344,PPO,Bronze Expanded,QHP,AK
10,38344AK1080001,38344,PPO,Gold,QHP,AK
11,38344AK1080002,38344,PPO,Bronze Expanded,QHP,AK
12,46944AL0370001,46944,PPO,Gold,QHP,AL
13,46944AL0410001,46944,PPO,Silver,QHP,AL
14,46944AL0460001,46944,PPO,Bronze Expanded,QHP,AL
15,46944AL0470001,46944,PPO,Catastrophic,QHP,AL
16,46944AL0560001,46944,PPO,Bronze Expanded,QHP,AL
17,46944AL0650001,46944,PPO,Gold,QHP,AL
18,46944AL0660001,46944,PPO,Silver,QHP,AL
19,73301AL0020001,73301,EPO,Gold,QHP,AL
20,73301AL0020003,73301,EPO,Bronze Expanded,QHP,AL
21,73301AL0020004,73301,EPO,Catastrophic,QHP,AL
22,73301AL0020006,73301,EPO,Bronze Expanded,QHP,AL
23,73301AL0020009,73301,EPO,Silver,QHP,AL
24,73301AL0020010,73301,EPO,Bronze Expanded,QHP,AL
25,73301AL0020011,73301,EPO,Silver,QHP,AL
26,73301AL0020012,73301,EPO,Silver,QHP,AL
27,69461AL0110001,69461,EPO,Gold,QHP,AL
28,69461AL0110002,69461,EPO,Gold,QHP,AL
29,69461AL0110003,69461,EPO,Silver,QHP,AL
30,69461AL0110004,69461,EPO,Silver,QHP,AL
31,69461AL0110005,69461,EPO,Silver,QHP,AL
32,69461AL0110006,69461,EPO,Bronze,QHP,AL
33,69461AL0110007,69461,EPO,Bronze Expanded,QHP,AL
34,46944AL0710001,46944,EPO,Silver,QHP,AL
35,73301AL0020014,73301,EPO,Gold,QHP,AL
36,73301AL0020015,73301,EPO,Bronze Expanded,QHP,AL
37,73301AL0020016,73301,EPO,Bronze Expanded,QHP,AL
38,73301AL0020018,73301,EPO,Silver,QHP,AL
39,73301AL0020022,73301,EPO,Silver,QHP,AL
40,73301AL0020023,73301,EPO,Silver,QHP,AL
41,73301AL0020024,73301,EPO,Bronze Expanded,QHP,AL
42,37903AR0070025,37903,PPO,Silver,QHP,AR
43,37903AR0070027,37903,PPO,Gold,QHP,AR
44,70525AR0070261,70525,POS,Silver,QHP,AR
45,70525AR0070263,70525,POS,Gold,QHP,AR
46,62141AR0080007,62141,PPO,Silver,QHP,AR
47,62141AR0080009,62141,PPO,Silver,QHP,AR
48,62141AR0080012,62141,PPO,Silver,QHP,AR
49,62141AR0080014,62141,PPO,Gold,QHP,AR
50,62141AR0080101,62141,PPO,Silver,QHP,AR
51,62141AR0100007,62141,PPO,Silver,QHP,AR
52,62141AR0100009,62141,PPO,Silver,QHP,AR
53,62141AR0100013,62141,PPO,Silver,QHP,AR
54,62141AR0100014,62141,PPO,Gold,QHP,AR
55,75293AR1200003,75293,PPO,Silver,QHP,AR
56,75293AR1200004,75293,PPO,Silver,QHP,AR
57,75293AR1200006,75293,PPO,Silver,QHP,AR
58,75293AR1200007,75293,PPO,Bronze Expanded,QHP,AR
59,75293AR1200008,75293,PPO,Bronze Expanded,QHP,AR
60,75293AR1200014,75293,PPO,Silver,QHP,AR
61,75293AR1200020,75293,PPO,Gold,QHP,AR
62,13262AR0230002,13262,POS,Silver,QHP,AR
63,13262AR0230003,13262,POS,Gold,QHP,AR
64,15724AR0010002,15724,PPO,Bronze Expanded,QHP,AR
65,15724AR0010005,15724,PPO,Bronze Expanded,QHP,AR
66,15724AR0010006,15724,PPO,Silver,QHP,AR
67,15724AR0010008,15724,PPO,Silver,QHP,AR
68,15724AR0010011,15724,PPO,Catastrophic,QHP,AR
69,15724AR0010013,15724,PPO,Gold,QHP,AR
70,15724AR0010014,15724,PPO,Bronze Expanded,QHP,AR
71,15724AR0010015,15724,PPO,Silver,QHP,AR
72,15724AR0010016,15724,PPO,Silver,QHP,AR
73,15724AR0010020,15724,PPO,Gold,QHP,AR
74,15724AR0010021,15724,PPO,Bronze Expanded,QHP,AR
75,15724AR0010023,15724,PPO,Bronze Expanded,QHP,AR
76,15724AR0010024,15724,PPO,Bronze Expanded,QHP,AR
77,15724AR0010025,15724,PPO,Silver,QHP,AR
78,15724AR0010026,15724,PPO,Silver,QHP,AR
79,15724AR0010027,15724,PPO,Silver,QHP,AR
80,15724AR0010028,15724,PPO,Silver,QHP,AR
81,15724AR0010029,15724,PPO,Silver,QHP,AR
82,15724AR0010030,15724,PPO,Silver,QHP,AR
83,15724AR0010033,15724,PPO,Gold,QHP,AR
84,15724AR0010034,15724,PPO,Gold,QHP,AR
85,15724AR0010035,15724,PPO,Gold,QHP,AR
86,15724AR0010036,15724,PPO,Gold,QHP,AR
87,15724AR0010037,15724,PPO,Gold,QHP,AR
88,15724AR0010038,15724,PPO,Bronze Expanded,QHP,AR
89,15724AR0010041,15724,PPO,Bronze Expanded,QHP,AR
90,15724AR0010043,15724,PPO,Bronze Expanded,QHP,AR
91,15724AR0010045,15724,PPO,Silver,QHP,AR
92,37903AR0070050,37903,PPO,Silver,QHP,AR
93,70525AR0070285,70525,POS,Bronze Expanded,QHP,AR
94,70525AR0070286,70525,POS,Silver,QHP,AR
95,62141AR0080017,62141,PPO,Bronze Expanded,QHP,AR
96,62141AR0080025,62141,PPO,Bronze Expanded,QHP,AR
97,62141AR0080026,62141,PPO,Bronze Expanded,QHP,AR
98,62141AR0080029,62141,PPO,Silver,QHP,AR
99,62141AR0080030,62141,PPO,Gold,QHP,AR
100,62141AR0080075,62141,PPO,Bronze,QHP,AR
101,62141AR0100017,62141,PPO,Bronze Expanded,QHP,AR
102,62141AR0100025,62141,PPO,Bronze Expanded,QHP,AR
103,62141AR0100026,62141,PPO,Bronze Expanded,QHP,AR
104,62141AR0100030,62141,PPO,Gold,QHP,AR
105,62141AR0100031,62141,PPO,Silver,QHP,AR
106,62141AR0100075,62141,PPO,Bronze,QHP,AR
107,75293AR1200023,75293,PPO,Silver,QHP,AR
108,75293AR1200024,75293,PPO,Bronze Expanded,QHP,AR
109,53901AZ1420001,53901,HMO,Gold,QHP,AZ
110,53901AZ1420002,53901,HMO,Gold,QHP,AZ
111,53901AZ1420003,53901,HMO,Gold,QHP,AZ
112,53901AZ1420006,53901,HMO,Gold,QHP,AZ
113,53901AZ1420007,53901,HMO,Gold,QHP,AZ
114,53901AZ1420008,53901,HMO,Silver,QHP,AZ
115,53901AZ1420009,53901,HMO,Silver,QHP,AZ
116,53901AZ1420010,53901,HMO,Silver,QHP,AZ
117,53901AZ1420013,53901,HMO,Silver,QHP,AZ
118,53901AZ1420014,53901,HMO,Silver,QHP,AZ
119,53901AZ1420015,53901,HMO,Bronze Expanded,QHP,AZ
120,53901AZ1420016,53901,HMO,Bronze Expanded,QHP,AZ
121,53901AZ1420017,53901,HMO,Bronze Expanded,QHP,AZ
122,53901AZ1420020,53901,HMO,Bronze Expanded,QHP,AZ
123,53901AZ1420021,53901,HMO,Bronze Expanded,QHP,AZ
124,53901AZ1420022,53901,HMO,Bronze Expanded,QHP,AZ
125,53901AZ1420023,53901,HMO,Bronze Expanded,QHP,AZ
126,53901AZ1420024,53901,HMO,Bronze Expanded,QHP,AZ
127,53901AZ1420027,53901,HMO,Bronze Expanded,QHP,AZ
128,53901AZ1420028,53901,HMO,Bronze Expanded,QHP,AZ
129,53901AZ1420037,53901,HMO,Silver,QHP,AZ
130,53901AZ1420038,53901,HMO,Silver,QHP,AZ
131,53901AZ1420039,53901,HMO,Silver,QHP,AZ
132,53901AZ1420040,53901,HMO,Silver,QHP,AZ
133,53901AZ1420041,53901,HMO,Silver,QHP,AZ
134,53901AZ1420042,53901,HMO,Silver,QHP,AZ
135,53901AZ1420043,53901,HMO,Silver,QHP,AZ
136,53901AZ1420044,53901,HMO,Silver,QHP,AZ
137,53901AZ1420045,53901,HMO,Silver,QHP,AZ
138,53901AZ1420046,53901,HMO,Silver,QHP,AZ
139,53901AZ1420047,53901,HMO,Silver,QHP,AZ
140,53901AZ1420048,53901,HMO,Gold,QHP,AZ
141,53901AZ1420049,53901,HMO,Gold,QHP,AZ
142,53901AZ1420050,53901,HMO,Gold,QHP,AZ
143,53901AZ1420051,53901,HMO,Gold,QHP,AZ
144,53901AZ1420052,53901,HMO,Gold,QHP,AZ
145,53901AZ1420053,53901,HMO,Gold,QHP,AZ
146,53901AZ1420054,53901,HMO,Silver,QHP,AZ
147,53901AZ1420055,53901,HMO,Silver,QHP,AZ
148,53901AZ1420056,53901,HMO,Silver,QHP,AZ
149,53901AZ1420057,53901,HMO,Silver,QHP,AZ
150,53901AZ1420058,53901,HMO,Silver,QHP,AZ
151,53901AZ1420059,53901,HMO,Silver,QHP,AZ
152,53901AZ1420060,53901,HMO,Bronze Expanded,QHP,AZ
153,53901AZ1420061,53901,HMO,Bronze Expanded,QHP,AZ
154,53901AZ1420062,53901,HMO,Bronze Expanded,QHP,AZ
155,53901AZ1420063,53901,HMO,Bronze Expanded,QHP,AZ
156,53901AZ1420064,53901,HMO,Bronze Expanded,QHP,AZ
157,53901AZ1420065,53901,HMO,Bronze Expanded,QHP,AZ
158,53901AZ1420066,53901,HMO,Bronze Expanded,QHP,AZ
159,53901AZ1420067,53901,HMO,Bronze Expanded,QHP,AZ
160,53901AZ1420068,53901,HMO,Bronze Expanded,QHP,AZ
161,53901AZ1420069,53901,HMO,Bronze Expanded,QHP,AZ
162,53901AZ1420070,53901,HMO,Bronze Expanded,QHP,AZ
163,53901AZ1420071,53901,HMO,Bronze Expanded,QHP,AZ
164,53901AZ1420078,53901,HMO,Gold,QHP,AZ
165,53901AZ1420079,53901,HMO,Silver,QHP,AZ
166,53901AZ1420080,53901,HMO,Bronze Expanded,QHP,AZ
167,53901AZ1420081,53901,HMO,Silver,QHP,AZ
168,53901AZ1420082,53901,HMO,Silver,QHP,AZ
169,53901AZ1420083,53901,HMO,Silver,QHP,AZ
170,91450AZ0080035,91450,HMO,Silver,QHP,AZ
171,91450AZ0080036,91450,HMO,Bronze,QHP,AZ
172,91450AZ0080037,91450,HMO,Bronze Expanded,QHP,AZ
173,91450AZ0080044,91450,HMO,Silver,QHP,AZ
174,91450AZ0080052,91450,HMO,Silver,QHP,AZ
175,91450AZ0080059,91450,HMO,Gold,QHP,AZ
176,91450AZ0180035,91450,HMO,Silver,QHP,AZ
177,91450AZ0180036,91450,HMO,Bronze,QHP,AZ
178,91450AZ0180044,91450,HMO,Silver,QHP,AZ
179,91450AZ0180059,91450,HMO,Gold,QHP,AZ
180,87247AZ0010001,87247,HMO,Gold,QHP,AZ
181,87247AZ0010002,87247,HMO,Silver,QHP,AZ
182,87247AZ0010003,87247,HMO,Silver,QHP,AZ
183,87247AZ0010006,87247,HMO,Bronze Expanded,QHP,AZ
184,87247AZ0010007,87247,HMO,Bronze Expanded,QHP,AZ
185,87247AZ0010008,87247,HMO,Bronze Expanded,QHP,AZ
186,87247AZ0010009,87247,HMO,Bronze Expanded,QHP,AZ
187,87247AZ0010010,87247,HMO,Catastrophic,QHP,AZ
188,87247AZ0010011,87247,HMO,Silver,QHP,AZ
189,87247AZ0010012,87247,HMO,Silver,QHP,AZ
190,87247AZ0010020,87247,HMO,Catastrophic,QHP,AZ
191,87247AZ0010021,87247,HMO,Gold,QHP,AZ
192,87247AZ0010022,87247,HMO,Silver,QHP,AZ
193,87247AZ0010023,87247,HMO,Silver,QHP,AZ
194,87247AZ0010026,87247,HMO,Bronze Expanded,QHP,AZ
195,87247AZ0010027,87247,HMO,Bronze Expanded,QHP,AZ
196,87247AZ0010028,87247,HMO,Bronze Expanded,QHP,AZ
197,87247AZ0010029,87247,HMO,Bronze Expanded,QHP,AZ
198,87247AZ0010031,87247,HMO,Silver,QHP,AZ
199,87247AZ0010032,87247,HMO,Silver,QHP,AZ
200,13877AZ0070003,13877,HMO,Bronze Expanded,QHP,AZ
201,13877AZ0070005,13877,HMO,Bronze Expanded,QHP,AZ
202,13877AZ0070006,13877,HMO,Silver,QHP,AZ
203,13877AZ0070008,13877,HMO,Silver,QHP,AZ
204,13877AZ0070011,13877,HMO,Catastrophic,QHP,AZ
205,13877AZ0070013,13877,HMO,Gold,QHP,AZ
206,97667AZ0110013,97667,HMO,Silver,QHP,AZ
207,97667AZ0110014,97667,HMO,Bronze Expanded,QHP,AZ
208,97667AZ0110016,97667,HMO,Bronze Expanded,QHP,AZ
209,97667AZ0110018,97667,HMO,Silver,QHP,AZ
210,97667AZ0110019,97667,HMO,Gold,QHP,AZ
211,23435AZ0040001,23435,HMO,Bronze Expanded,QHP,AZ
212,23435AZ0040002,23435,HMO,Bronze Expanded,QHP,AZ
213,23435AZ0040003,23435,HMO,Bronze,QHP,AZ
214,23435AZ0040004,23435,HMO,Bronze,QHP,AZ
215,23435AZ0040005,23435,HMO,Gold,QHP,AZ
216,23435AZ0040006,23435,HMO,Gold,QHP,AZ
217,23435AZ0040007,23435,HMO,Silver,QHP,AZ
218,23435AZ0040008,23435,HMO,Silver,QHP,AZ
219,23435AZ0040009,23435,HMO,Silver,QHP,AZ
220,23435AZ0040010,23435,HMO,Silver,QHP,AZ
221,40702AZ0060001,40702,HMO,Gold,QHP,AZ
222,40702AZ0060002,40702,HMO,Silver,QHP,AZ
223,40702AZ0060003,40702,HMO,Silver,QHP,AZ
224,40702AZ0060004,40702,HMO,Silver,QHP,AZ
225,40702AZ0060005,40702,HMO,Bronze Expanded,QHP,AZ
226,40702AZ0060006,40702,HMO,Bronze Expanded,QHP,AZ
227,40702AZ0060007,40702,HMO,Bronze Expanded,QHP,AZ
228,40702AZ0060008,40702,HMO,Gold,QHP,AZ
229,40702AZ0060009,40702,HMO,Gold,QHP,AZ
230,40702AZ0060010,40702,HMO,Silver,QHP,AZ
231,40702AZ0060011,40702,HMO,Silver,QHP,AZ
232,40702AZ0060012,40702,HMO,Silver,QHP,AZ
233,40702AZ0060013,40702,HMO,Bronze Expanded,QHP,AZ
234,40702AZ0060014,40702,HMO,Bronze,QHP,AZ
235,32311AZ0010001,32311,HMO,Gold,QHP,AZ
236,32311AZ0010003,32311,HMO,Silver,QHP,AZ
237,32311AZ0010005,32311,HMO,Bronze Expanded,QHP,AZ
238,32311AZ0010025,32311,HMO,Gold,QHP,AZ
239,32311AZ0010027,32311,HMO,Silver,QHP,AZ
240,32311AZ0010029,32311,HMO,Bronze Expanded,QHP,AZ
241,32311AZ0010035,32311,HMO,Bronze,QHP,AZ
242,32311AZ0010041,32311,HMO,Bronze Expanded,QHP,AZ
243,53901AZ1420085,53901,HMO,Bronze Expanded,QHP,AZ
244,53901AZ1420086,53901,HMO,Bronze Expanded,QHP,AZ
245,53901AZ1420087,53901,HMO,Bronze Expanded,QHP,AZ
246,53901AZ1420088,53901,HMO,Bronze Expanded,QHP,AZ
247,53901AZ1420089,53901,HMO,Bronze Expanded,QHP,AZ
248,53901AZ1420090,53901,HMO,Bronze Expanded,QHP,AZ
249,53901AZ1420091,53901,HMO,Bronze Expanded,QHP,AZ
250,53901AZ1420092,53901,HMO,Bronze Expanded,QHP,AZ
251,53901AZ1420093,53901,HMO,Bronze Expanded,QHP,AZ
252,53901AZ1420094,53901,HMO,Bronze Expanded,QHP,AZ
253,53901AZ1420095,53901,HMO,Bronze Expanded,QHP,AZ
254,53901AZ1420096,53901,HMO,Bronze Expanded,QHP,AZ
255,53901AZ1420097,53901,HMO,Silver,QHP,AZ
256,53901AZ1420098,53901,HMO,Silver,QHP,AZ
257,53901AZ1420099,53901,HMO,Silver,QHP,AZ
258,53901AZ1420100,53901,HMO,Silver,QHP,AZ
259,53901AZ1420101,53901,HMO,Silver,QHP,AZ
260,53901AZ1420102,53901,HMO,Silver,QHP,AZ
261,53901AZ1420103,53901,HMO,Silver,QHP,AZ
262,53901AZ1420104,53901,HMO,Silver,QHP,AZ
263,53901AZ1420105,53901,HMO,Silver,QHP,AZ
264,53901AZ1420106,53901,HMO,Silver,QHP,AZ
265,53901AZ1420107,53901,HMO,Bronze Expanded,QHP,AZ
266,53901AZ1420108,53901,HMO,Gold,QHP,AZ
267,53901AZ1420109,53901,HMO,Gold,QHP,AZ
268,53901AZ1420110,53901,HMO,Gold,QHP,AZ
269,53901AZ1420111,53901,HMO,Gold,QHP,AZ
270,53901AZ1420112,53901,HMO,Gold,QHP,AZ
271,53901AZ1420113,53901,HMO,Gold,QHP,AZ
272,53901AZ1420114,53901,HMO,Gold,QHP,AZ
273,53901AZ1420115,53901,HMO,Gold,QHP,AZ
274,53901AZ1420116,53901,HMO,Gold,QHP,AZ
275,53901AZ1420117,53901,HMO,Gold,QHP,AZ
276,53901AZ1420118,53901,HMO,Gold,QHP,AZ
277,53901AZ1420119,53901,HMO,Gold,QHP,AZ
278,53901AZ1490001,53901,PPO,Gold,QHP,AZ
279,53901AZ1490002,53901,PPO,Silver,QHP,AZ
280,91450AZ0080069,91450,HMO,Silver,QHP,AZ
281,91450AZ0080072,91450,HMO,Silver,QHP,AZ
282,91450AZ0080086,91450,HMO,Bronze Expanded,QHP,AZ
283,91450AZ0080087,91450,HMO,Bronze Expanded,QHP,AZ
284,91450AZ0080097,91450,HMO,Silver,QHP,AZ
285,91450AZ0080098,91450,HMO,Silver,QHP,AZ
286,91450AZ0080099,91450,HMO,Silver,QHP,AZ
287,91450AZ0080109,91450,HMO,Gold,QHP,AZ
288,91450AZ0080119,91450,HMO,Bronze Expanded,QHP,AZ
289,91450AZ0180001,91450,HMO,Silver,QHP,AZ
290,91450AZ0180037,91450,HMO,Bronze Expanded,QHP,AZ
291,91450AZ0180046,91450,HMO,Silver,QHP,AZ
292,91450AZ0180072,91450,HMO,Silver,QHP,AZ
293,91450AZ0180086,91450,HMO,Bronze Expanded,QHP,AZ
294,91450AZ0180087,91450,HMO,Bronze Expanded,QHP,AZ
295,91450AZ0180097,91450,HMO,Silver,QHP,AZ
296,91450AZ0180099,91450,HMO,Silver,QHP,AZ
297,91450AZ0180109,91450,HMO,Gold,QHP,AZ
298,91450AZ0180119,91450,HMO,Bronze Expanded,QHP,AZ
299,87247AZ0010013,87247,HMO,Silver,QHP,AZ
300,87247AZ0010014,87247,HMO,Bronze Expanded,QHP,AZ
301,87247AZ0010018,87247,HMO,Silver,QHP,AZ
302,87247AZ0010019,87247,HMO,Gold,QHP,AZ
303,87247AZ0010033,87247,HMO,Silver,QHP,AZ
304,87247AZ0010034,87247,HMO,Bronze Expanded,QHP,AZ
305,87247AZ0010038,87247,HMO,Silver,QHP,AZ
306,87247AZ0010039,87247,HMO,Gold,QHP,AZ
307,87247AZ0010040,87247,HMO,Bronze Expanded,QHP,AZ
308,87247AZ0010041,87247,HMO,Bronze Expanded,QHP,AZ
309,13877AZ0070002,13877,HMO,Bronze Expanded,QHP,AZ
310,13877AZ0070012,13877,HMO,Bronze Expanded,QHP,AZ
311,13877AZ0070014,13877,HMO,Bronze Expanded,QHP,AZ
312,13877AZ0070015,13877,HMO,Silver,QHP,AZ
313,13877AZ0070017,13877,HMO,Silver,QHP,AZ
314,13877AZ0070021,13877,HMO,Bronze Expanded,QHP,AZ
315,13877AZ0070022,13877,HMO,Bronze Expanded,QHP,AZ
316,13877AZ0070023,13877,HMO,Bronze Expanded,QHP,AZ
317,13877AZ0070024,13877,HMO,Bronze Expanded,QHP,AZ
318,13877AZ0070025,13877,HMO,Silver,QHP,AZ
319,13877AZ0070026,13877,HMO,Silver,QHP,AZ
320,13877AZ0070027,13877,HMO,Silver,QHP,AZ
321,13877AZ0070028,13877,HMO,Silver,QHP,AZ
322,13877AZ0070029,13877,HMO,Silver,QHP,AZ
323,13877AZ0070030,13877,HMO,Silver,QHP,AZ
324,13877AZ0070035,13877,HMO,Gold,QHP,AZ
325,13877AZ0070036,13877,HMO,Gold,QHP,AZ
326,13877AZ0070040,13877,HMO,Bronze Expanded,QHP,AZ
327,13877AZ0070041,13877,HMO,Bronze Expanded,QHP,AZ
328,13877AZ0070042,13877,HMO,Bronze Expanded,QHP,AZ
329,13877AZ0070043,13877,HMO,Bronze Expanded,QHP,AZ
330,13877AZ0070044,13877,HMO,Silver,QHP,AZ
331,13877AZ0070045,13877,HMO,Silver,QHP,AZ
332,97667AZ0110021,97667,HMO,Silver,QHP,AZ
333,97667AZ0110022,97667,HMO,Silver,QHP,AZ
334,97667AZ0110024,97667,HMO,Bronze,QHP,AZ
335,97667AZ0110025,97667,HMO,Bronze Expanded,QHP,AZ
336,97667AZ0110026,97667,HMO,Bronze Expanded,QHP,AZ
337,97667AZ0110027,97667,HMO,Silver,QHP,AZ
338,97667AZ0110029,97667,HMO,Gold,QHP,AZ
339,76168DE0690001,76168,PPO,Bronze Expanded,QHP,DE
340,76168DE0690002,76168,PPO,Silver,QHP,DE
341,76168DE0690004,76168,PPO,Gold,QHP,DE
342,76168DE0690005,76168,PPO,Platinum,QHP,DE
343,76168DE0700001,76168,PPO,Bronze Expanded,QHP,DE
344,76168DE0700002,76168,PPO,Silver,QHP,DE
345,76168DE0700004,76168,PPO,Gold,QHP,DE
346,76168DE0700005,76168,PPO,Platinum,QHP,DE
347,76168DE0710001,76168,PPO,Bronze Expanded,QHP,DE
348,76168DE0710002,76168,PPO,Silver,QHP,DE
349,76168DE0720001,76168,PPO,Catastrophic,QHP,DE
350,76168DE0730001,76168,PPO,Gold,QHP,DE
351,76168DE0740002,76168,PPO,Gold,QHP,DE
352,54172FL0010001,54172,HMO,Gold,QHP,FL
353,54172FL0010002,54172,HMO,Silver,QHP,FL
354,54172FL0010003,54172,HMO,Bronze,QHP,FL
355,54172FL0040001,54172,HMO,Gold,QHP,FL
356,54172FL0040002,54172,HMO,Silver,QHP,FL
357,54172FL0050001,54172,HMO,Silver,QHP,FL
358,48121FL0070026,48121,EPO,Bronze,QHP,FL
359,48121FL0070027,48121,EPO,Bronze Expanded,QHP,FL
360,48121FL0070028,48121,EPO,Bronze Expanded,QHP,FL
361,48121FL0070029,48121,EPO,Silver,QHP,FL
362,48121FL0070030,48121,EPO,Silver,QHP,FL
363,48121FL0070031,48121,EPO,Silver,QHP,FL
364,48121FL0070032,48121,EPO,Silver,QHP,FL
365,48121FL0070033,48121,EPO,Gold,QHP,FL
366,56503FL1300001,56503,HMO,Catastrophic,QHP,FL
367,56503FL1320001,56503,POS,Catastrophic,QHP,FL
368,56503FL1330001,56503,HMO,Silver,QHP,FL
369,56503FL1390001,56503,HMO,Gold,QHP,FL
370,56503FL1400001,56503,HMO,Platinum,QHP,FL
371,56503FL1410001,56503,POS,Silver,QHP,FL
372,56503FL1980001,56503,HMO,Platinum,QHP,FL
373,56503FL1990001,56503,POS,Platinum,QHP,FL
374,56503FL2000001,56503,HMO,Gold,QHP,FL
375,56503FL2010001,56503,POS,Gold,QHP,FL
376,56503FL2090002,56503,HMO,Gold,QHP,FL
377,56503FL2240001,56503,HMO,Bronze Expanded,QHP,FL
378,56503FL2260001,56503,HMO,Bronze Expanded,QHP,FL
379,56503FL2530002,56503,HMO,Bronze Expanded,QHP,FL
380,56503FL2540002,56503,POS,Bronze Expanded,QHP,FL
381,56503FL2550002,56503,HMO,Silver,QHP,FL
382,56503FL2560002,56503,POS,Silver,QHP,FL
383,56503FL2570001,56503,HMO,Silver,QHP,FL
384,56503FL2580002,56503,POS,Silver,QHP,FL
385,56503FL2590002,56503,HMO,Gold,QHP,FL
386,56503FL2600002,56503,POS,Gold,QHP,FL
387,56503FL2610001,56503,HMO,Platinum,QHP,FL
388,56503FL2620002,56503,POS,Platinum,QHP,FL
389,56503FL2630002,56503,HMO,Platinum,QHP,FL
390,56503FL2640002,56503,POS,Platinum,QHP,FL
391,56503FL2650002,56503,HMO,Platinum,QHP,FL
392,56503FL2660002,56503,HMO,Platinum,QHP,FL
393,56503FL2670001,56503,HMO,Bronze Expanded,QHP,FL
394,56503FL2680001,56503,HMO,Silver,QHP,FL
395,56503FL2730001,56503,HMO,Bronze Expanded,QHP,FL
396,56503FL2780001,56503,HMO,Bronze Expanded,QHP,FL
397,56503FL2790001,56503,POS,Bronze Expanded,QHP,FL
398,56503FL2860001,56503,HMO,Gold,QHP,FL
399,21663FL0130006,21663,EPO,Bronze,QHP,FL
400,21663FL0130019,21663,EPO,Silver,QHP,FL
401,21663FL0130020,21663,EPO,Gold,QHP,FL
402,21663FL0130021,21663,EPO,Gold,QHP,FL
403,21663FL0130023,21663,EPO,Bronze,QHP,FL
404,21663FL0130025,21663,EPO,Bronze Expanded,QHP,FL
405,21663FL0130026,21663,EPO,Bronze Expanded,QHP,FL
406,21663FL0130037,21663,EPO,Silver,QHP,FL
407,21663FL0130039,21663,EPO,Silver,QHP,FL
408,21663FL0130040,21663,EPO,Silver,QHP,FL
409,21663FL0150020,21663,EPO,Gold,QHP,FL
410,21663FL0150021,21663,EPO,Gold,QHP,FL
411,21663FL0150023,21663,EPO,Bronze,QHP,FL
412,21663FL0150025,21663,EPO,Bronze,QHP,FL
413,21663FL0150037,21663,EPO,Silver,QHP,FL
414,30252FL0020033,30252,HMO,Silver,QHP,FL
415,30252FL0020044,30252,HMO,Bronze,QHP,FL
416,30252FL0020060,30252,HMO,Silver,QHP,FL
417,30252FL0020062,30252,HMO,Platinum,QHP,FL
418,30252FL0020066,30252,HMO,Bronze Expanded,QHP,FL
419,30252FL0020068,30252,HMO,Platinum,QHP,FL
420,30252FL0020070,30252,HMO,Silver,QHP,FL
421,30252FL0020074,30252,HMO,Gold,QHP,FL
422,30252FL0020076,30252,HMO,Bronze Expanded,QHP,FL
423,30252FL0020078,30252,HMO,Silver,QHP,FL
424,30252FL0020080,30252,HMO,Bronze Expanded,QHP,FL
425,30252FL0020084,30252,HMO,Gold,QHP,FL
426,30252FL0070001,30252,HMO,Bronze Expanded,QHP,FL
427,30252FL0070003,30252,HMO,Bronze Expanded,QHP,FL
428,30252FL0070005,30252,HMO,Silver,QHP,FL
429,30252FL0070007,30252,HMO,Silver,QHP,FL
430,30252FL0070009,30252,HMO,Gold,QHP,FL
431,30252FL0070013,30252,HMO,Silver,QHP,FL
432,30252FL0070015,30252,HMO,Bronze Expanded,QHP,FL
433,30252FL0070017,30252,HMO,Silver,QHP,FL
434,30252FL0070022,30252,HMO,Silver,QHP,FL
435,30252FL0070023,30252,HMO,Gold,QHP,FL
436,30252FL0070025,30252,HMO,Bronze Expanded,QHP,FL
437,30252FL0070026,30252,HMO,Bronze Expanded,QHP,FL
438,30252FL0070027,30252,HMO,Platinum,QHP,FL
439,30252FL0070028,30252,HMO,Gold,QHP,FL
440,30252FL0070029,30252,HMO,Silver,QHP,FL
441,16842FL0070073,16842,EPO,Silver,QHP,FL
442,16842FL0070084,16842,EPO,Bronze,QHP,FL
443,16842FL0070100,16842,EPO,Silver,QHP,FL
444,16842FL0070102,16842,EPO,Platinum,QHP,FL
445,16842FL0070108,16842,EPO,Bronze Expanded,QHP,FL
446,16842FL0070110,16842,EPO,Platinum,QHP,FL
447,16842FL0070114,16842,EPO,Silver,QHP,FL
448,16842FL0070120,16842,EPO,Gold,QHP,FL
449,16842FL0070122,16842,EPO,Bronze Expanded,QHP,FL
450,16842FL0070124,16842,EPO,Silver,QHP,FL
451,16842FL0070126,16842,EPO,Bronze Expanded,QHP,FL
452,16842FL0070130,16842,EPO,Gold,QHP,FL
453,16842FL0120033,16842,EPO,Silver,QHP,FL
454,16842FL0120044,16842,EPO,Bronze,QHP,FL
455,16842FL0120060,16842,EPO,Silver,QHP,FL
