plan_key,plan_id,issuer_id,plan_type,metal_level,product_type,state
3500,31195SD0110005,31195,PPO,Silver,QHP,SD
3501,31195SD0110006,31195,PPO,Bronze Expanded,QHP,SD
3502,31195SD0110007,31195,PPO,Bronze Expanded,QHP,SD
3503,31195SD0110008,31195,PPO,Bronze Expanded,QHP,SD
3504,31195SD0110009,31195,PPO,Catastrophic,QHP,SD
3505,60536SD0020039,60536,PPO,Silver,QHP,SD
3506,60536SD0020040,60536,PPO,Bronze Expanded,QHP,SD
3507,60536SD0060004,60536,HMO,Catastrophic,QHP,SD
3508,60536SD0060005,60536,HMO,Gold,QHP,SD
3509,60536SD0060007,60536,HMO,Silver,QHP,SD
3510,60536SD0060008,60536,HMO,Bronze Expanded,QHP,SD
3511,60536SD0060009,60536,HMO,Bronze Expanded,QHP,SD
3512,70111TN0110002,70111,EPO,Bronze,QHP,TN
3513,70111TN0110004,70111,EPO,Silver,QHP,TN
3514,70111TN0110006,70111,EPO,Gold,QHP,TN
3515,70111TN0110007,70111,EPO,Bronze Expanded,QHP,TN
3516,70111TN0110010,70111,EPO,Silver,QHP,TN
3517,99248TN0060005,99248,EPO,Silver,QHP,TN
3518,99248TN0060006,99248,EPO,Gold,QHP,TN
3519,99248TN0060033,99248,EPO,Bronze,QHP,TN
3520,99248TN0060042,99248,EPO,Bronze Expanded,QHP,TN
3521,99248TN0060044,99248,EPO,Silver,QHP,TN
3522,14002TN0400001,14002,EPO,Bronze Expanded,QHP,TN
3523,14002TN0400002,14002,EPO,Bronze Expanded,QHP,TN
3524,14002TN0400003,14002,EPO,Bronze Expanded,QHP,TN
3525,14002TN0400004,14002,EPO,Bronze Expanded,QHP,TN
3526,14002TN0400005,14002,EPO,Bronze Expanded,QHP,TN
3527,14002TN0400006,14002,EPO,Bronze Expanded,QHP,TN
3528,14002TN0400007,14002,EPO,Bronze,QHP,TN
3529,14002TN0400008,14002,EPO,Bronze,QHP,TN
3530,14002TN0400009,14002,EPO,Bronze,QHP,TN
3531,14002TN0400010,14002,EPO,Bronze,QHP,TN
3532,14002TN0400011,14002,EPO,Bronze,QHP,TN
3533,14002TN0400012,14002,EPO,Bronze,QHP,TN
3534,14002TN0400013,14002,EPO,Bronze Expanded,QHP,TN
3535,14002TN0400014,14002,EPO,Bronze Expanded,QHP,TN
3536,14002TN0400015,14002,EPO,Bronze,QHP,TN
3537,14002TN0400016,14002,EPO,Bronze,QHP,TN
3538,14002TN0400025,14002,EPO,Bronze Expanded,QHP,TN
3539,14002TN0400026,14002,EPO,Bronze Expanded,QHP,TN
3540,14002TN0400027,14002,EPO,Bronze Expanded,QHP,TN
3541,14002TN0400029,14002,EPO,Bronze Expanded,QHP,TN
3542,14002TN0400031,14002,EPO,Bronze Expanded,QHP,TN
3543,14002TN0400032,14002,EPO,Bronze Expanded,QHP,TN
3544,14002TN0400100,14002,EPO,Silver,QHP,TN
3545,14002TN0400101,14002,EPO,Silver,QHP,TN
3546,14002TN0400102,14002,EPO,Silver,QHP,TN
3547,14002TN0400103,14002,EPO,Silver,QHP,TN
3548,14002TN0400104,14002,EPO,Silver,QHP,TN
3549,14002TN0400105,14002,EPO,Silver,QHP,TN
3550,14002TN0400106,14002,EPO,Silver,QHP,TN
3551,14002TN0400107,14002,EPO,Silver,QHP,TN
3552,14002TN0400108,14002,EPO,Silver,QHP,TN
3553,14002TN0400109,14002,EPO,Silver,QHP,TN
3554,14002TN0400110,14002,EPO,Silver,QHP,TN
3555,14002TN0400111,14002,EPO,Silver,QHP,TN
3556,14002TN0400118,14002,EPO,Silver,QHP,TN
3557,14002TN0400119,14002,EPO,Silver,QHP,TN
3558,14002TN0400120,14002,EPO,Silver,QHP,TN
3559,14002TN0400121,14002,EPO,Silver,QHP,TN
3560,14002TN0400200,14002,EPO,Gold,QHP,TN
3561,14002TN0400201,14002,EPO,Gold,QHP,TN
3562,14002TN0400202,14002,EPO,Gold,QHP,TN
3563,14002TN0400203,14002,EPO,Gold,QHP,TN
3564,14002TN0400204,14002,EPO,Gold,QHP,TN
3565,14002TN0400205,14002,EPO,Gold,QHP,TN
3566,14002TN0400206,14002,EPO,Gold,QHP,TN
3567,14002TN0400207,14002,EPO,Gold,QHP,TN
3568,97906TN0010001,97906,EPO,Gold,QHP,TN
3569,97906TN0010002,97906,EPO,Silver,QHP,TN
3570,97906TN0010003,97906,EPO,Silver,QHP,TN
3571,97906TN0010004,97906,EPO,Bronze Expanded,QHP,TN
3572,97906TN0010005,97906,EPO,Bronze Expanded,QHP,TN
3573,97906TN0010006,97906,EPO,Bronze Expanded,QHP,TN
3574,97906TN0010007,97906,EPO,Silver,QHP,TN
3575,97906TN0010008,97906,EPO,Silver,QHP,TN
3576,97906TN0010009,97906,EPO,Bronze Expanded,QHP,TN
3577,97906TN0010010,97906,EPO,Catastrophic,QHP,TN
3578,97906TN0010021,97906,EPO,Gold,QHP,TN
3579,97906TN0010022,97906,EPO,Silver,QHP,TN
3580,97906TN0010023,97906,EPO,Silver,QHP,TN
3581,97906TN0010024,97906,EPO,Bronze Expanded,QHP,TN
3582,97906TN0010025,97906,EPO,Bronze Expanded,QHP,TN
3583,97906TN0010026,97906,EPO,Bronze Expanded,QHP,TN
3584,97906TN0010027,97906,EPO,Catastrophic,QHP,TN
3585,97906TN0010028,97906,EPO,Silver,QHP,TN
3586,97906TN0010029,97906,EPO,Silver,QHP,TN
3587,97906TN0010030,97906,EPO,Bronze Expanded,QHP,TN
3588,97906TN0010031,97906,EPO,Gold,QHP,TN
3589,97906TN0010032,97906,EPO,Silver,QHP,TN
3590,97906TN0010033,97906,EPO,Silver,QHP,TN
3591,97906TN0010034,97906,EPO,Bronze Expanded,QHP,TN
3592,97906TN0010035,97906,EPO,Bronze Expanded,QHP,TN
3593,97906TN0010037,97906,EPO,Silver,QHP,TN
3594,97906TN0010038,97906,EPO,Silver,QHP,TN
3595,97906TN0010039,97906,EPO,Bronze Expanded,QHP,TN
3596,97906TN0010040,97906,EPO,Catastrophic,QHP,TN
3597,23552TN0020001,23552,EPO,Bronze Expanded,QHP,TN
3598,23552TN0020003,23552,EPO,Bronze Expanded,QHP,TN
3599,23552TN0020005,23552,EPO,Bronze Expanded,QHP,TN
3600,23552TN0020006,23552,EPO,Silver,QHP,TN
3601,23552TN0020008,23552,EPO,Silver,QHP,TN
3602,23552TN0020011,23552,EPO,Catastrophic,QHP,TN
3603,23552TN0020013,23552,EPO,Gold,QHP,TN
3604,69443TN0140001,69443,EPO,Gold,QHP,TN
3605,69443TN0140003,69443,EPO,Silver,QHP,TN
3606,69443TN0140005,69443,EPO,Bronze Expanded,QHP,TN
3607,69443TN0140007,69443,EPO,Bronze Expanded,QHP,TN
3608,69443TN0140008,69443,EPO,Gold,QHP,TN
3609,69443TN0140009,69443,EPO,Silver,QHP,TN
3610,69443TN0140010,69443,EPO,Silver,QHP,TN
3611,69443TN0140011,69443,EPO,Silver,QHP,TN
3612,69443TN0140012,69443,EPO,Bronze Expanded,QHP,TN
3613,69443TN0140013,69443,EPO,Bronze,QHP,TN
3614,70111TN0110012,70111,EPO,Silver,QHP,TN
3615,70111TN0110023,70111,EPO,Bronze Expanded,QHP,TN
3616,70111TN0110025,70111,EPO,Bronze Expanded,QHP,TN
3617,70111TN0110026,70111,EPO,Bronze Expanded,QHP,TN
3618,70111TN0110027,70111,EPO,Silver,QHP,TN
3619,70111TN0110028,70111,EPO,Silver,QHP,TN
3620,70111TN0110029,70111,EPO,Silver,QHP,TN
3621,70111TN0110030,70111,EPO,Gold,QHP,TN
3622,70111TN0120002,70111,EPO,Bronze,QHP,TN
3623,70111TN0120004,70111,EPO,Silver,QHP,TN
3624,70111TN0120006,70111,EPO,Gold,QHP,TN
3625,70111TN0120007,70111,EPO,Bronze Expanded,QHP,TN
3626,70111TN0120010,70111,EPO,Silver,QHP,TN
3627,70111TN0120023,70111,EPO,Bronze Expanded,QHP,TN
3628,70111TN0120025,70111,EPO,Bronze Expanded,QHP,TN
3629,70111TN0120026,70111,EPO,Bronze Expanded,QHP,TN
3630,70111TN0120028,70111,EPO,Silver,QHP,TN
3631,70111TN0120029,70111,EPO,Silver,QHP,TN
3632,70111TN0120030,70111,EPO,Gold,QHP,TN
3633,70111TN0120032,70111,EPO,Silver,QHP,TN
3634,99248TN0060091,99248,EPO,Bronze,QHP,TN
3635,99248TN0060092,99248,EPO,Silver,QHP,TN
3636,99248TN0060093,99248,EPO,Silver,QHP,TN
3637,99248TN0060101,99248,EPO,Bronze Expanded,QHP,TN
3638,99248TN0060102,99248,EPO,Bronze Expanded,QHP,TN
3639,99248TN0060103,99248,EPO,Silver,QHP,TN
3640,99248TN0060104,99248,EPO,Silver,QHP,TN
3641,14002TN0400033,14002,EPO,Bronze Expanded,QHP,TN
3642,14002TN0400034,14002,EPO,Bronze Expanded,QHP,TN
3643,14002TN0400036,14002,EPO,Bronze Expanded,QHP,TN
3644,14002TN0400038,14002,EPO,Bronze,QHP,TN
3645,14002TN0400039,14002,EPO,Bronze Expanded,QHP,TN
3646,14002TN0400041,14002,EPO,Bronze Expanded,QHP,TN
3647,14002TN0400042,14002,EPO,Bronze,QHP,TN
3648,14002TN0400044,14002,EPO,Bronze,QHP,TN
3649,14002TN0400045,14002,EPO,Bronze Expanded,QHP,TN
3650,14002TN0400046,14002,EPO,Bronze Expanded,QHP,TN
3651,14002TN0400047,14002,EPO,Bronze Expanded,QHP,TN
3652,14002TN0400048,14002,EPO,Bronze Expanded,QHP,TN
3653,14002TN0400049,14002,EPO,Bronze Expanded,QHP,TN
3654,14002TN0400050,14002,EPO,Bronze Expanded,QHP,TN
3655,14002TN0400051,14002,EPO,Bronze Expanded,QHP,TN
3656,14002TN0400052,14002,EPO,Bronze Expanded,QHP,TN
3657,14002TN0400053,14002,EPO,Bronze Expanded,QHP,TN
3658,14002TN0400124,14002,EPO,Silver,QHP,TN
3659,14002TN0400129,14002,EPO,Silver,QHP,TN
3660,14002TN0400132,14002,EPO,Silver,QHP,TN
3661,14002TN0400133,14002,EPO,Silver,QHP,TN
3662,14002TN0400136,14002,EPO,Silver,QHP,TN
3663,14002TN0400137,14002,EPO,Silver,QHP,TN
3664,14002TN0400138,14002,EPO,Silver,QHP,TN
3665,14002TN0400139,14002,EPO,Silver,QHP,TN
3666,14002TN0400140,14002,EPO,Silver,QHP,TN
3667,14002TN0400141,14002,EPO,Silver,QHP,TN
3668,14002TN0400142,14002,EPO,Silver,QHP,TN
3669,14002TN0400143,14002,EPO,Silver,QHP,TN
3670,14002TN0400144,14002,EPO,Silver,QHP,TN
3671,14002TN0400146,14002,EPO,Silver,QHP,TN
3672,14002TN0400148,14002,EPO,Silver,QHP,TN
3673,14002TN0400149,14002,EPO,Silver,QHP,TN
3674,14002TN0400208,14002,EPO,Gold,QHP,TN
3675,14002TN0400211,14002,EPO,Gold,QHP,TN
3676,14002TN0400212,14002,EPO,Gold,QHP,TN
3677,14002TN0400213,14002,EPO,Gold,QHP,TN
3678,97906TN0010044,97906,EPO,Bronze Expanded,QHP,TN
3679,97906TN0010047,97906,EPO,Bronze Expanded,QHP,TN
3680,97906TN0010049,97906,EPO,Bronze Expanded,QHP,TN
3681,97906TN0010050,97906,EPO,Bronze Expanded,QHP,TN
3682,97906TN0010054,97906,EPO,Silver,QHP,TN
3683,97906TN0010055,97906,EPO,Gold,QHP,TN
3684,97906TN0010056,97906,EPO,Bronze Expanded,QHP,TN
3685,97906TN0010060,97906,EPO,Silver,QHP,TN
3686,97906TN0010061,97906,EPO,Gold,QHP,TN
3687,97906TN0010062,97906,EPO,Bronze Expanded,QHP,TN
3688,97906TN0010066,97906,EPO,Silver,QHP,TN
3689,97906TN0010067,97906,EPO,Gold,QHP,TN
3690,97906TN0010068,97906,EPO,Bronze Expanded,QHP,TN
3691,97906TN0010069,97906,EPO,Bronze Expanded,QHP,TN
3692,97906TN0010070,97906,EPO,Bronze Expanded,QHP,TN
3693,97906TN0010071,97906,EPO,Bronze Expanded,QHP,TN
3694,97906TN0010072,97906,EPO,Bronze Expanded,QHP,TN
3695,97906TN0010073,97906,EPO,Bronze Expanded,QHP,TN
3696,97906TN0010074,97906,EPO,Silver,QHP,TN
3697,97906TN0010075,97906,EPO,Silver,QHP,TN
3698,97906TN0010077,97906,EPO,Silver,QHP,TN
3699,97906TN0010079,97906,EPO,Silver,QHP,TN
3700,97906TN0010083,97906,EPO,Silver,QHP,TN
3701,97906TN0010084,97906,EPO,Gold,QHP,TN
3702,97906TN0010085,97906,EPO,Gold,QHP,TN
3703,97906TN0010086,97906,EPO,Catastrophic,QHP,TN
3704,97906TN0010091,97906,EPO,Bronze Expanded,QHP,TN
3705,97906TN0010092,97906,EPO,Silver,QHP,TN
3706,97906TN0010093,97906,EPO,Silver,QHP,TN
3707,97906TN0010095,97906,EPO,Silver,QHP,TN
3708,97906TN0010097,97906,EPO,Silver,QHP,TN
3709,97906TN0010101,97906,EPO,Silver,QHP,TN
3710,97906TN0010102,97906,EPO,Gold,QHP,TN
3711,97906TN0010103,97906,EPO,Gold,QHP,TN
3712,97906TN0010104,97906,EPO,Catastrophic,QHP,TN
3713,97906TN0010105,97906,EPO,Bronze Expanded,QHP,TN
3714,97906TN0010106,97906,EPO,Bronze Expanded,QHP,TN
3715,97906TN0010107,97906,EPO,Bronze Expanded,QHP,TN
3716,97906TN0010108,97906,EPO,Bronze Expanded,QHP,TN
3717,97906TN0010109,97906,EPO,Bronze Expanded,QHP,TN
3718,97906TN0010110,97906,EPO,Silver,QHP,TN
3719,97906TN0010111,97906,EPO,Silver,QHP,TN
3720,97906TN0010113,97906,EPO,Silver,QHP,TN
3721,97906TN0010115,97906,EPO,Silver,QHP,TN
3722,97906TN0010119,97906,EPO,Silver,QHP,TN
3723,97906TN0010120,97906,EPO,Gold,QHP,TN
3724,97906TN0010121,97906,EPO,Gold,QHP,TN
3725,97906TN0010122,97906,EPO,Catastrophic,QHP,TN
3726,97906TN0010123,97906,EPO,Bronze Expanded,QHP,TN
3727,97906TN0010124,97906,EPO,Silver,QHP,TN
3728,97906TN0010125,97906,EPO,Bronze Expanded,QHP,TN
3729,97906TN0010126,97906,EPO,Silver,QHP,TN
3730,97906TN0010127,97906,EPO,Bronze Expanded,QHP,TN
3731,97906TN0010128,97906,EPO,Silver,QHP,TN
3732,97906TN0010129,97906,EPO,Bronze Expanded,QHP,TN
3733,97906TN0010130,97906,EPO,Silver,QHP,TN
3734,97906TN0010131,97906,EPO,Bronze Expanded,QHP,TN
3735,97906TN0010132,97906,EPO,Silver,QHP,TN
3736,97906TN0010133,97906,EPO,Bronze Expanded,QHP,TN
3737,97906TN0010134,97906,EPO,Silver,QHP,TN
3738,97906TN0010135,97906,EPO,Bronze Expanded,QHP,TN
3739,97906TN0010136,97906,EPO,Bronze Expanded,QHP,TN
3740,97906TN0010137,97906,EPO,Bronze Expanded,QHP,TN
3741,97906TN0010138,97906,EPO,Bronze Expanded,QHP,TN
3742,23552TN0020002,23552,EPO,Bronze Expanded,QHP,TN
3743,23552TN0020012,23552,EPO,Bronze Expanded,QHP,TN
3744,23552TN0020014,23552,EPO,Bronze Expanded,QHP,TN
3745,23552TN0020016,23552,EPO,Silver,QHP,TN
3746,23552TN0020017,23552,EPO,Silver,QHP,TN
3747,23552TN0020021,23552,EPO,Bronze Expanded,QHP,TN
3748,23552TN0020023,23552,EPO,Bronze Expanded,QHP,TN
3749,23552TN0020024,23552,EPO,Bronze Expanded,QHP,TN
3750,23552TN0020037,23552,EPO,Gold,QHP,TN
3751,29418TX0140006,29418,EPO,Bronze,QHP,TX
3752,29418TX0140019,29418,EPO,Silver,QHP,TX
3753,29418TX0140020,29418,EPO,Silver,QHP,TX
3754,29418TX0140026,29418,EPO,Bronze,QHP,TX
3755,29418TX0140059,29418,EPO,Silver,QHP,TX
3756,29418TX0140061,29418,EPO,Bronze Expanded,QHP,TX
3757,29418TX0140062,29418,EPO,Bronze Expanded,QHP,TX
3758,29418TX0140064,29418,EPO,Gold,QHP,TX
3759,29418TX0140065,29418,EPO,Gold,QHP,TX
3760,29418TX0150020,29418,EPO,Gold,QHP,TX
3761,29418TX0150021,29418,EPO,Gold,QHP,TX
3762,29418TX0150026,29418,EPO,Bronze,QHP,TX
3763,29418TX0150027,29418,EPO,Bronze,QHP,TX
3764,29418TX0150029,29418,EPO,Bronze Expanded,QHP,TX
3765,29418TX0150030,29418,EPO,Bronze Expanded,QHP,TX
3766,29418TX0150038,29418,EPO,Silver,QHP,TX
3767,29418TX0150039,29418,EPO,Silver,QHP,TX
3768,29418TX0160020,29418,EPO,Gold,QHP,TX
3769,29418TX0160021,29418,EPO,Gold,QHP,TX
3770,29418TX0160026,29418,EPO,Bronze,QHP,TX
3771,29418TX0160027,29418,EPO,Bronze,QHP,TX
3772,29418TX0160029,29418,EPO,Bronze Expanded,QHP,TX
3773,29418TX0160030,29418,EPO,Bronze Expanded,QHP,TX
3774,29418TX0160038,29418,EPO,Silver,QHP,TX
3775,29418TX0160039,29418,EPO,Silver,QHP,TX
3776,66252TX0010001,66252,HMO,Catastrophic,QHP,TX
3777,66252TX0010002,66252,HMO,Catastrophic,QHP,TX
3778,66252TX0010003,66252,HMO,Catastrophic,QHP,TX
3779,66252TX0010004,66252,HMO,Catastrophic,QHP,TX
3780,66252TX0010006,66252,HMO,Catastrophic,QHP,TX
3781,66252TX0010007,66252,HMO,Catastrophic,QHP,TX
3782,66252TX0010008,66252,HMO,Catastrophic,QHP,TX
3783,66252TX0030001,66252,HMO,Bronze Expanded,QHP,TX
3784,66252TX0030002,66252,HMO,Bronze Expanded,QHP,TX
3785,66252TX0030003,66252,HMO,Bronze Expanded,QHP,TX
3786,66252TX0030004,66252,HMO,Bronze Expanded,QHP,TX
3787,66252TX0030006,66252,HMO,Bronze Expanded,QHP,TX
3788,66252TX0030007,66252,HMO,Bronze Expanded,QHP,TX
3789,66252TX0030008,66252,HMO,Bronze Expanded,QHP,TX
3790,66252TX0040001,66252,HMO,Silver,QHP,TX
3791,66252TX0040002,66252,HMO,Silver,QHP,TX
3792,66252TX0040003,66252,HMO,Silver,QHP,TX
3793,66252TX0040004,66252,HMO,Silver,QHP,TX
3794,66252TX0040006,66252,HMO,Silver,QHP,TX
3795,66252TX0040007,66252,HMO,Silver,QHP,TX
3796,66252TX0040008,66252,HMO,Silver,QHP,TX
3797,66252TX0050001,66252,HMO,Silver,QHP,TX
3798,66252TX0050002,66252,HMO,Silver,QHP,TX
3799,66252TX0050003,66252,HMO,Silver,QHP,TX
3800,66252TX0050004,66252,HMO,Silver,QHP,TX
3801,66252TX0050006,66252,HMO,Silver,QHP,TX
3802,66252TX0050007,66252,HMO,Silver,QHP,TX
3803,66252TX0050008,66252,HMO,Silver,QHP,TX
3804,66252TX0070001,66252,HMO,Gold,QHP,TX
3805,66252TX0070002,66252,HMO,Gold,QHP,TX
3806,66252TX0070003,66252,HMO,Gold,QHP,TX
3807,66252TX0070004,66252,HMO,Gold,QHP,TX
3808,66252TX0070006,66252,HMO,Gold,QHP,TX
3809,66252TX0070007,66252,HMO,Gold,QHP,TX
3810,66252TX0070008,66252,HMO,Gold,QHP,TX
3811,66252TX0080001,66252,HMO,Bronze Expanded,QHP,TX
3812,66252TX0080002,66252,HMO,Bronze Expanded,QHP,TX
3813,66252TX0080003,66252,HMO,Bronze Expanded,QHP,TX
3814,66252TX0080004,66252,HMO,Bronze Expanded,QHP,TX
3815,66252TX0080006,66252,HMO,Bronze Expanded,QHP,TX
3816,66252TX0080007,66252,HMO,Bronze Expanded,QHP,TX
3817,66252TX0080008,66252,HMO,Bronze Expanded,QHP,TX
3818,45786TX0010001,45786,HMO,Gold,QHP,TX
3819,45786TX0010002,45786,HMO,Silver,QHP,TX
3820,45786TX0020001,45786,HMO,Gold,QHP,TX
3821,45786TX0020002,45786,HMO,Silver,QHP,TX
3822,45786TX0020004,45786,HMO,Silver,QHP,TX
3823,45786TX0050001,45786,HMO,Gold,QHP,TX
3824,45786TX0050002,45786,HMO,Silver,QHP,TX
3825,71837TX0010001,71837,HMO,Silver,QHP,TX
3826,71837TX0010002,71837,HMO,Gold,QHP,TX
3827,71837TX0010003,71837,HMO,Bronze Expanded,QHP,TX
3828,71837TX0010007,71837,HMO,Bronze,QHP,TX
3829,26539TX0140001,26539,HMO,Gold,QHP,TX
3830,26539TX0140002,26539,HMO,Gold,QHP,TX
3831,26539TX0140003,26539,HMO,Silver,QHP,TX
3832,26539TX0140006,26539,HMO,Bronze Expanded,QHP,TX
3833,26539TX0140008,26539,HMO,Silver,QHP,TX
3834,26539TX0140009,26539,HMO,Bronze Expanded,QHP,TX
3835,33602TX0460548,33602,HMO,Gold,QHP,TX
3836,33602TX0460552,33602,HMO,Catastrophic,QHP,TX
3837,33602TX0460553,33602,HMO,Silver,QHP,TX
3838,33602TX0460554,33602,HMO,Bronze Expanded,QHP,TX
3839,33602TX0460555,33602,HMO,Gold,QHP,TX
3840,33602TX0460556,33602,HMO,Gold,QHP,TX
3841,33602TX0460557,33602,HMO,Gold,QHP,TX
3842,33602TX0460558,33602,HMO,Gold,QHP,TX
3843,33602TX0460559,33602,HMO,Gold,QHP,TX
3844,33602TX0460560,33602,HMO,Gold,QHP,TX
3845,33602TX0460561,33602,HMO,Gold,QHP,TX
3846,33602TX0460562,33602,HMO,Gold,QHP,TX
3847,33602TX0460563,33602,HMO,Gold,QHP,TX
3848,33602TX0460564,33602,HMO,Gold,QHP,TX
3849,33602TX0460565,33602,HMO,Gold,QHP,TX
3850,33602TX0460566,33602,HMO,Gold,QHP,TX
3851,33602TX0460567,33602,HMO,Gold,QHP,TX
3852,33602TX0460568,33602,HMO,Gold,QHP,TX
3853,33602TX0460569,33602,HMO,Gold,QHP,TX
3854,33602TX0460570,33602,HMO,Gold,QHP,TX
3855,33602TX0460571,33602,HMO,Gold,QHP,TX
3856,33602TX0460572,33602,HMO,Gold,QHP,TX
3857,33602TX0460573,33602,HMO,Gold,QHP,TX
3858,33602TX0460574,33602,HMO,Gold,QHP,TX
3859,33602TX0460575,33602,HMO,Gold,QHP,TX
3860,33602TX0460576,33602,HMO,Gold,QHP,TX
3861,33602TX0460577,33602,HMO,Gold,QHP,TX
3862,33602TX0460578,33602,HMO,Gold,QHP,TX
3863,33602TX0460579,33602,HMO,Gold,QHP,TX
3864,33602TX0460655,33602,HMO,Catastrophic,QHP,TX
3865,33602TX0460656,33602,HMO,Catastrophic,QHP,TX
3866,33602TX0460657,33602,HMO,Catastrophic,QHP,TX
3867,33602TX0460658,33602,HMO,Catastrophic,QHP,TX
3868,33602TX0460659,33602,HMO,Catastrophic,QHP,TX
3869,33602TX0460660,33602,HMO,Catastrophic,QHP,TX
3870,33602TX0460661,33602,HMO,Catastrophic,QHP,TX
3871,33602TX0460662,33602,HMO,Catastrophic,QHP,TX
3872,33602TX0460663,33602,HMO,Catastrophic,QHP,TX
3873,33602TX0460664,33602,HMO,Catastrophic,QHP,TX
3874,33602TX0460665,33602,HMO,Catastrophic,QHP,TX
3875,33602TX0460666,33602,HMO,Catastrophic,QHP,TX
3876,33602TX0460667,33602,HMO,Catastrophic,QHP,TX
3877,33602TX0460668,33602,HMO,Catastrophic,QHP,TX
3878,33602TX0460669,33602,HMO,Catastrophic,QHP,TX
3879,33602TX0460670,33602,HMO,Catastrophic,QHP,TX
3880,33602TX0460671,33602,HMO,Catastrophic,QHP,TX
3881,33602TX0460672,33602,HMO,Catastrophic,QHP,TX
3882,33602TX0460673,33602,HMO,Catastrophic,QHP,TX
3883,33602TX0460674,33602,HMO,Catastrophic,QHP,TX
3884,33602TX0460675,33602,HMO,Catastrophic,QHP,TX
3885,33602TX0460676,33602,HMO,Catastrophic,QHP,TX
3886,33602TX0460677,33602,HMO,Catastrophic,QHP,TX
3887,33602TX0460678,33602,HMO,Catastrophic,QHP,TX
3888,33602TX0460679,33602,HMO,Catastrophic,QHP,TX
3889,33602TX0460680,33602,HMO,Silver,QHP,TX
3890,33602TX0460681,33602,HMO,Silver,QHP,TX
3891,33602TX0460682,33602,HMO,Silver,QHP,TX
3892,33602TX0460683,33602,HMO,Silver,QHP,TX
3893,33602TX0460684,33602,HMO,Silver,QHP,TX
3894,33602TX0460685,33602,HMO,Silver,QHP,TX
3895,33602TX0460686,33602,HMO,Silver,QHP,TX
3896,33602TX0460687,33602,HMO,Silver,QHP,TX
3897,33602TX0460688,33602,HMO,Silver,QHP,TX
3898,33602TX0460689,33602,HMO,Silver,QHP,TX
3899,33602TX0460690,33602,HMO,Silver,QHP,TX
3900,33602TX0460691,33602,HMO,Silver,QHP,TX
3901,33602TX0460692,33602,HMO,Silver,QHP,TX
3902,33602TX0460693,33602,HMO,Silver,QHP,TX
3903,33602TX0460694,33602,HMO,Silver,QHP,TX
3904,33602TX0460695,33602,HMO,Silver,QHP,TX
3905,33602TX0460696,33602,HMO,Silver,QHP,TX
3906,33602TX0460697,33602,HMO,Silver,QHP,TX
3907,33602TX0460698,33602,HMO,Silver,QHP,TX
3908,33602TX0460699,33602,HMO,Silver,QHP,TX
3909,33602TX0460700,33602,HMO,Silver,QHP,TX
3910,33602TX0460701,33602,HMO,Silver,QHP,TX
3911,33602TX0460702,33602,HMO,Silver,QHP,TX
3912,33602TX0460703,33602,HMO,Silver,QHP,TX
3913,33602TX0460704,33602,HMO,Silver,QHP,TX
3914,33602TX0460705,33602,HMO,Bronze Expanded,QHP,TX
3915,33602TX0460706,33602,HMO,Bronze Expanded,QHP,TX
3916,33602TX0460707,33602,HMO,Bronze Expanded,QHP,TX
3917,33602TX0460708,33602,HMO,Bronze Expanded,QHP,TX
3918,33602TX0460709,33602,HMO,Bronze Expanded,QHP,TX
3919,33602TX0460710,33602,HMO,Bronze Expanded,QHP,TX
3920,33602TX0460711,33602,HMO,Bronze Expanded,QHP,TX
3921,33602TX0460712,33602,HMO,Bronze Expanded,QHP,TX
3922,33602TX0460713,33602,HMO,Bronze Expanded,QHP,TX
3923,33602TX0460714,33602,HMO,Bronze Expanded,QHP,TX
3924,33602TX0460715,33602,HMO,Bronze Expanded,QHP,TX
3925,33602TX0460716,33602,HMO,Bronze Expanded,QHP,TX
3926,33602TX0460717,33602,HMO,Bronze Expanded,QHP,TX
3927,33602TX0460718,33602,HMO,Bronze Expanded,QHP,TX
3928,33602TX0460719,33602,HMO,Bronze Expanded,QHP,TX
3929,33602TX0460720,33602,HMO,Bronze Expanded,QHP,TX
3930,33602TX0460721,33602,HMO,Bronze Expanded,QHP,TX
3931,33602TX0460722,33602,HMO,Bronze Expanded,QHP,TX
3932,33602TX0460723,33602,HMO,Bronze Expanded,QHP,TX
3933,33602TX0460724,33602,HMO,Bronze Expanded,QHP,TX
3934,33602TX0460725,33602,HMO,Bronze Expanded,QHP,TX
3935,33602TX0460726,33602,HMO,Bronze Expanded,QHP,TX
3936,33602TX0460727,33602,HMO,Bronze Expanded,QHP,TX
3937,33602TX0460728,33602,HMO,Bronze Expanded,QHP,TX
3938,33602TX0460729,33602,HMO,Bronze Expanded,QHP,TX
3939,33602TX0460782,33602,HMO,Bronze,QHP,TX
3940,33602TX0460783,33602,HMO,Bronze,QHP,TX
3941,33602TX0460784,33602,HMO,Bronze,QHP,TX
3942,33602TX0460785,33602,HMO,Bronze,QHP,TX
3943,33602TX0460786,33602,HMO,Bronze,QHP,TX
3944,33602TX0460787,33602,HMO,Bronze,QHP,TX
3945,33602TX0460788,33602,HMO,Bronze,QHP,TX
3946,33602TX0460789,33602,HMO,Bronze,QHP,TX
3947,33602TX0460790,33602,HMO,Bronze,QHP,TX
3948,33602TX0460791,33602,HMO,Bronze,QHP,TX
3949,33602TX0460792,33602,HMO,Bronze,QHP,TX
3950,33602TX0460793,33602,HMO,Bronze,QHP,TX
